iter	RMSE
461	0.2402162644
462	0.2397999882
463	0.2391919963
464	0.2389001724
465	0.2386016697
466	0.2382389357
467	0.2376858374
468	0.2371857683
469	0.2369500574
470	0.2366944751
471	0.2364735274
472	0.2361059375
473	0.2355695486
474	0.2353029648
475	0.234647403
476	0.2342830405
477	0.2340121868
478	0.2337943769
479	0.233465661
480	0.2330574793
481	0.2327705594
482	0.2322524268
483	0.2316296817
484	0.2313779144
485	0.2309266511
486	0.2305304598
487	0.2297974084
488	0.2292987417
489	0.2290351088
490	0.2283598331
491	0.2280371504
492	0.2272851556
493	0.2267892955
494	0.2263518374
495	0.2259732271
496	0.2255220969
497	0.224776111
498	0.2245806746
499	0.2239758096
500	0.2235121183
501	0.2232502726
502	0.2229106179
503	0.2226473135
504	0.2223692296
505	0.2221622538
506	0.2216394971
507	0.2211995856
508	0.2209112031
509	0.2206784106
510	0.2201544064
511	0.2196164694
512	0.2193316896
513	0.2190316561
514	0.2190098107
515	0.2188981433
516	0.2187047258
517	0.2185179843
518	0.2181259585
519	0.2176542027
520	0.2170661038
521	0.2168778629
522	0.2162846958
523	0.2158594884
524	0.215746945
525	0.2151566231
526	0.2148701562
527	0.2146617268
528	0.2143315345
529	0.2138557303
530	0.2134201393
531	0.2133475867
532	0.2128966385
533	0.2125592162
534	0.2123897245
535	0.2118921325
536	0.211679804
537	0.2116049759
538	0.2114390227
539	0.2110755232
540	0.2105123364
541	0.2104047065
542	0.2098404999
543	0.2097683839
544	0.2093763283
545	0.2089728015
546	0.2085818862
547	0.2080756461
548	0.2077454055
549	0.2074713975
550	0.2070648896
551	0.2070063184
552	0.2068466222
553	0.2066505533
554	0.2063305461
555	0.2058983332
556	0.2058368919
557	0.2056548349
558	0.2053784475
559	0.2050660683
560	0.204496018
561	0.2041430131
562	0.2038862494
563	0.2038680002
564	0.2035967169
565	0.2031039123
566	0.2027001988
567	0.2025387057
568	0.202238238
569	0.2020879803
570	0.2019990699
571	0.2014854293
572	0.2012410203
573	0.2011277869
574	0.2008146642
575	0.2006741665
576	0.2003290832
577	0.1998909204
578	0.1998746469
579	0.1993829055
580	0.1989679849
581	0.1986701451
582	0.1984355463
583	0.1980841298
584	0.1979387212
585	0.1975255289
586	0.1974547856
587	0.1970211779
588	0.1969331557
589	0.196434394
590	0.1962357099
591	0.1961680563
592	0.1957376129
593	0.1952881669
594	0.1949083042
595	0.1947404499
596	0.1945652629
597	0.1940951251
598	0.1940251235
599	0.1939435473
600	0.1935214744
601	0.1933108218
602	0.193089931
603	0.1929996747
604	0.1924726176
605	0.1921482011
606	0.1918272539
607	0.1915094157
608	0.1911225335
609	0.1908244651
610	0.1904987737
611	0.1904176543
612	0.19006092
613	0.1896176025
614	0.1895483594
615	0.1893677698
616	0.188892333
617	0.1884356584
618	0.1881202566
619	0.1875902796
620	0.1874173816
621	0.1871866267
622	0.1870361022
623	0.1869434225
624	0.1866620007
625	0.1862862652
626	0.1861380708
627	0.1857019198
628	0.1856389491
629	0.1854045223
630	0.1853306115
631	0.1849545136
632	0.1846207199
633	0.1844285263
634	0.1839769058
635	0.1838777852
636	0.183738229
637	0.1834950902
638	0.1830594315
639	0.1827644597
640	0.1824365397
641	0.1822191106
642	0.1821105187
643	0.1816453478
644	0.181473221
645	0.1811232715
646	0.1809761881
647	0.1808447405
648	0.1804052332
649	0.1801550229
650	0.1798911781
651	0.1794906374
652	0.1791021827
653	0.1789018334
654	0.178781671
655	0.1785261885
656	0.1784114945
657	0.1781619834
658	0.1776937849
659	0.1775369088
660	0.177290637
661	0.1771732995
662	0.1767851637
663	0.1764536239
664	0.1760482376
665	0.1759252834
666	0.1756503519
667	0.1755120704
668	0.1754541652
669	0.1752861112
670	0.1750157093
671	0.1746172634
672	0.1744472231
673	0.174153346
674	0.1740327978
675	0.1739200532
676	0.1739038605
677	0.1734607537
678	0.1732591886
679	0.1731569953
680	0.1728265269
681	0.1726651559
682	0.1725685811
683	0.1725157725
684	0.1721987724
685	0.1718883531
686	0.1718738191
687	0.1718640091
688	0.171701013
689	0.1716723938
690	0.1714391951
691	0.1710713499
692	0.170798904
693	0.1703715815
694	0.1701471846
695	0.1699181248
696	0.1696808127
697	0.1693591066
698	0.1692642403
699	0.1691177009
700	0.1689236948
701	0.168584959
702	0.1684668138
703	0.1682854205
704	0.1678480956
705	0.1673722704
706	0.1670308424
707	0.1668174245
708	0.1666295128
709	0.1665456495
710	0.1663691904
711	0.1662069973
712	0.166123343
713	0.1658835633
714	0.1655577496
715	0.1651891031
716	0.1649377257
717	0.164645754
718	0.1643861364
719	0.1642001475
720	0.1637393957
721	0.1636418417
722	0.1635583342
723	0.1631070849
724	0.1630554556
725	0.162815043
726	0.1625995807
727	0.1624322066
728	0.1620836023
729	0.1617258976
730	0.161405265
731	0.1612980698
732	0.1612410312
733	0.1610872897
734	0.1608869366
735	0.1607444968
736	0.1605095019
737	0.1602527195
738	0.1601813869
739	0.1597582253
740	0.1595451326
741	0.1593142581
742	0.1592227457
743	0.1591436349
744	0.1590057894
745	0.1589290693
746	0.1586919702
747	0.1584027197
748	0.1580810845
749	0.1578563983
750	0.1577906169
751	0.1576449539
752	0.1574812923
753	0.1573543625
754	0.1571426757
755	0.1568513303
756	0.1566260587
757	0.1564722206
758	0.1564015032
759	0.1563347797
760	0.1560180305
761	0.1559681612
762	0.1555544106
763	0.1552733218
764	0.15519233
765	0.1551321146
766	0.1549334724
767	0.1548669961
768	0.1548095799
769	0.1546382657
770	0.1542402715
771	0.154184706
772	0.1541203879
773	0.1540668097
774	0.1540145782
775	0.1538657695
776	0.1537255488
777	0.1534111114
778	0.1533133698
779	0.1529825719
780	0.1527814014
781	0.1526139831
782	0.1524351052
783	0.1521402829
784	0.1520548692
785	0.1519745214
786	0.1519240832
787	0.151640159
788	0.1513215325
789	0.1513098625
790	0.1510360092
791	0.1509750239
792	0.1507282341
793	0.1506686377
794	0.1502786012
795	0.1500767553
796	0.1497275386
797	0.1496411792
798	0.1493928174
799	0.1490538263
800	0.1489867211
801	0.1488767465
802	0.1485932782
803	0.148525308
804	0.148371278
805	0.1482637972
806	0.1480168829
807	0.1479437658
808	0.1478969111
809	0.1475623352
810	0.1472837909
811	0.1471803919
812	0.147106832
813	0.1468996353
814	0.1466208532
815	0.1464327679
816	0.1462595908
817	0.1459848469
818	0.1458508438
819	0.1458046067
820	0.1457937789
821	0.145501734
822	0.1452751661
823	0.1452301271
824	0.1450591338
825	0.1448445074
826	0.1445400451
827	0.1443802662
828	0.1441929621
829	0.143881178
830	0.1438118582
831	0.143651778
832	0.1433365848
833	0.1431944368
834	0.1431877504
835	0.1431143979
836	0.1430659872
837	0.1428601378
838	0.1426714196
839	0.1426246096
840	0.1424796395
841	0.1423842079
842	0.1422595316
843	0.1421159709
844	0.1418833736
845	0.1416626519
846	0.1413447213
847	0.1411173975
848	0.1410339575
849	0.1409896409
850	0.1409342877
851	0.1407064764
852	0.14051873
853	0.1403089735
854	0.1402461072
855	0.1399954841
856	0.1398596462
857	0.1396062326
858	0.1394598719
859	0.1394454387
860	0.139281556
861	0.1391810217
862	0.1391610901
863	0.1391210513
864	0.1389890767
865	0.1387637061
866	0.1386143166
867	0.1383065505
868	0.1381210364
869	0.1378782563
870	0.1377542317
871	0.1375034143
872	0.1372616932
873	0.1369358877
874	0.1367866541
875	0.1367450058
876	0.1367373029
877	0.1366526628
878	0.1365827535
879	0.1364959738
880	0.1362861781
881	0.1360331445
882	0.1358541504
883	0.1356440616
884	0.1356166912
885	0.135431526
886	0.1354233104
887	0.1353751821
888	0.1351385935
889	0.1348626522
890	0.1346191544
891	0.1346099998
892	0.1345406989
893	0.1343040049
894	0.1341874501
895	0.1341022344
896	0.133902068
897	0.1338910051
898	0.1337792443
899	0.1334689029
900	0.133425015
901	0.1332668596
902	0.1332279751
903	0.1330144734
904	0.1327968471
905	0.1327590009
906	0.1326242603
907	0.1324460136
908	0.1323905774
909	0.1323555276
910	0.13209915
911	0.1320490825
912	0.1319422835
913	0.1318646018
914	0.1316616647
915	0.1315381342
916	0.1315048065
917	0.131340006
918	0.1310918822
919	0.1308651642
920	0.1307388398
921	0.1304888688
922	0.1303584742
923	0.1301758149
924	0.1300449806
925	0.1297663624
926	0.1295496669
927	0.1294869049
928	0.1292314239
929	0.1291350251
930	0.1289130527
931	0.1288027776
932	0.1286631621
933	0.1286146044
934	0.1283926168
935	0.1281657092
936	0.127954417
937	0.127818906
938	0.1277035769
939	0.1274577103
940	0.1274046852
941	0.127303339
942	0.1272941898
943	0.1272598458
944	0.1272087425
945	0.1270647941
946	0.1268851933
947	0.1267239702
948	0.126469001
949	0.1262466011
950	0.1261172533
951	0.125885463
952	0.1257149761
953	0.1254963953
954	0.1252667971
955	0.1251655866
956	0.1249091513
957	0.1248980317
958	0.1248666843
959	0.1248141114
960	0.124723023
961	0.1245158897
962	0.1244263352
963	0.124186923
964	0.1240714096
965	0.1238642759
966	0.1238205572
967	0.1236054006
968	0.1235163183
969	0.1233743895
970	0.1231802934
971	0.1231273476
972	0.1230722003
973	0.1229768668
974	0.1229664238
975	0.1228029445
976	0.122573141
977	0.1224717859
978	0.1223083707
979	0.1222179841
980	0.1220628215
981	0.1219697433
982	0.1217568458
983	0.121557588
984	0.1213634401
985	0.1211988619
986	0.1211575453
987	0.1210314352
988	0.1208436481
989	0.1207163616
990	0.1205957258
991	0.1205131942
992	0.120303008
993	0.1202959907
994	0.1202672366
995	0.1202391795
996	0.12016369
997	0.1201288292
998	0.1200367591
999	0.1198872364
